,company,date
5390,WFC,2010-04-21
5391,WFC,2010-07-21
5392,WFC,2010-10-20
5393,WFC,2011-01-20
5394,WFC,2011-04-20
5395,WFC,2011-07-19
5396,WFC,2011-10-17
5397,WFC,2012-01-17
5398,WFC,2012-04-13
5399,WFC,2012-07-13
5400,WFC,2012-10-12
5401,WFC,2013-01-11
5402,WFC,2013-04-12
5403,WFC,2013-07-12
5404,WFC,2013-10-11
5405,WFC,2014-01-14
5406,WFC,2014-04-11
5407,WFC,2014-07-11
5408,WFC,2014-10-14
5409,WFC,2015-01-15
5410,WFC,2015-04-14
5411,WFC,2015-07-14
5412,WFC,2015-10-14
5413,WFC,2016-01-16
5414,WFC,2016-04-14
5415,WFC,2016-07-15
5416,WFC,2016-10-15
5417,WFC,2017-01-13
5418,WFC,2017-04-14
5419,WFC,2017-07-14
5420,WFC,2017-10-14
5421,WFC,2018-01-12
5422,WFC,2018-04-14
5423,WFC,2018-07-13
5424,WFC,2018-10-12
5425,WFC,2019-01-15
5426,WFC,2019-04-12
5427,WFC,2019-07-16
5428,WFC,2019-10-15
5429,WFC,2020-01-14
5430,WFC,2020-04-14
5431,WFC,2020-07-14
5432,WFC,2020-10-14
5433,WFC,2021-01-15
5434,WFC,2021-04-14
5435,WFC,2021-07-14
5436,WFC,2021-10-14
5437,WFC,2022-01-14
5438,WFC,2022-04-14
5439,WFC,2022-07-15
5440,WFC,2022-10-14
5441,WSBC,2013-04-25
5442,WSBC,2013-07-24
5443,WSBC,2013-10-23
5444,WSBC,2014-07-25
5445,WSBC,2014-10-22
5446,WSBC,2015-01-29
5447,WSBC,2015-04-30
5448,WSBC,2015-07-22
5449,WSBC,2015-10-21
5450,WSBC,2016-01-27
5451,WSBC,2016-04-20
5452,WSBC,2016-07-20
5453,WSBC,2016-10-26
5454,WSBC,2017-01-25
5455,WSBC,2017-04-20
5456,WSBC,2017-07-20
5457,WSBC,2017-10-19
5458,WSBC,2018-01-24
5459,WSBC,2018-04-18
5460,WSBC,2018-07-25
5461,WSBC,2018-10-27
5462,WSBC,2019-01-29
5463,WSBC,2019-04-18
5464,WSBC,2019-07-24
5465,WSBC,2019-10-25
5466,WSBC,2020-01-28
5467,WSBC,2020-04-29
5468,WSBC,2020-07-23
5469,WSBC,2020-10-22
5470,WSBC,2021-01-27
5471,WSBC,2021-05-02
5472,WSBC,2021-07-28
5473,WSBC,2021-10-27
5474,WSBC,2022-01-26
5475,WSBC,2022-04-27
5476,WSBC,2022-07-27
5477,WSBC,2022-10-26
5478,WSFS,2009-05-27
5479,WSFS,2009-07-28
5480,WSFS,2010-04-30
5481,WSFS,2010-07-27
5482,WSFS,2010-12-14
5483,WSFS,2011-02-04
5484,WSFS,2011-04-29
5485,WSFS,2011-07-29
5486,WSFS,2011-10-28
5487,WSFS,2012-01-27
5488,WSFS,2012-04-27
5489,WSFS,2012-07-28
5490,WSFS,2012-10-31
5491,WSFS,2013-02-01
5492,WSFS,2013-04-26
5493,WSFS,2013-07-26
5494,WSFS,2014-01-31
5495,WSFS,2014-07-25
5496,WSFS,2014-10-31
5497,WSFS,2015-01-30
5498,WSFS,2015-05-01
5499,WSFS,2015-07-24
5500,WSFS,2015-10-30
5501,WSFS,2016-01-29
5502,WSFS,2016-04-29
5503,WSFS,2016-07-29
5504,WSFS,2016-10-28
5505,WSFS,2017-01-27
5506,WSFS,2017-04-29
5507,WSFS,2017-07-28
5508,WSFS,2017-10-24
5509,WSFS,2018-01-23
5510,WSFS,2018-04-24
5511,WSFS,2018-07-24
5512,WSFS,2018-10-24
5513,WSFS,2019-01-23
5514,WSFS,2019-04-26
5515,WSFS,2019-07-23
5516,WSFS,2019-10-22
5517,WSFS,2020-01-22
5518,WSFS,2020-04-29
5519,WSFS,2021-01-26
5520,WSFS,2021-04-23
5521,WSFS,2021-07-23
5522,WSFS,2021-10-22
5523,WSFS,2022-01-25
5524,WSFS,2022-04-22
5525,WSFS,2022-07-26
5526,WSFS,2022-10-25
5527,WTFC,2013-04-18
5528,WTFC,2013-07-18
5529,WTFC,2013-10-15
5530,WTFC,2014-01-22
5531,WTFC,2014-04-16
5532,WTFC,2014-07-15
5533,WTFC,2014-10-18
5534,WTFC,2015-01-16
5535,WTFC,2015-04-16
5536,WTFC,2015-07-16
5537,WTFC,2015-10-15
5538,WTFC,2016-01-20
5539,WTFC,2016-04-20
5540,WTFC,2016-07-21
5541,WTFC,2016-10-19
5542,WTFC,2017-01-20
5543,WTFC,2017-04-20
5544,WTFC,2017-07-19
5545,WTFC,2017-10-20
5546,WTFC,2018-01-24
5547,WTFC,2018-04-21
5548,WTFC,2018-07-18
5549,WTFC,2018-10-18
5550,WTFC,2019-01-24
5551,WTFC,2019-04-17
5552,WTFC,2019-07-17
5553,WTFC,2019-10-18
5554,WTFC,2020-01-22
5555,WTFC,2020-04-23
5556,WTFC,2020-07-22
5557,WTFC,2020-10-22
5558,WTFC,2021-01-21
5559,WTFC,2021-04-20
5560,WTFC,2021-07-20
5561,WTFC,2021-10-20
5562,WTFC,2022-01-20
5563,WTFC,2022-04-20
5564,WTFC,2022-07-21
5565,WTFC,2022-10-19
5566,ZION,2007-10-19
5567,ZION,2008-01-28
5568,ZION,2008-04-18
5569,ZION,2008-07-18
5570,ZION,2008-10-20
5571,ZION,2009-01-27
5572,ZION,2009-04-21
5573,ZION,2009-07-21
5574,ZION,2009-10-20
5575,ZION,2010-01-26
5576,ZION,2010-04-20
5577,ZION,2010-07-20
5578,ZION,2010-10-19
5579,ZION,2011-01-25
5580,ZION,2011-04-19
5581,ZION,2011-07-18
5582,ZION,2011-10-25
5583,ZION,2012-01-24
5584,ZION,2012-04-24
5585,ZION,2012-07-24
5586,ZION,2012-10-23
5587,ZION,2013-01-29
5588,ZION,2013-04-23
5589,ZION,2013-07-23
5590,ZION,2013-10-22
5591,ZION,2014-01-28
5592,ZION,2014-04-22
5593,ZION,2014-07-22
5594,ZION,2014-10-21
5595,ZION,2015-01-27
5596,ZION,2015-04-21
5597,ZION,2015-07-21
5598,ZION,2015-10-20
5599,ZION,2016-01-26
5600,ZION,2016-04-26
5601,ZION,2016-07-27
5602,ZION,2016-10-25
5603,ZION,2017-01-24
5604,ZION,2017-04-25
5605,ZION,2017-07-26
5606,ZION,2017-10-24
5607,ZION,2018-01-23
5608,ZION,2018-04-24
5609,ZION,2018-07-24
5610,ZION,2018-10-23
5611,ZION,2019-01-23
5612,ZION,2019-04-23
5613,ZION,2019-07-23
5614,ZION,2019-10-22
5615,ZION,2020-01-22
5616,ZION,2020-04-21
5617,ZION,2020-07-21
5618,ZION,2020-10-20
5619,ZION,2021-01-20
5620,ZION,2021-04-20
5621,ZION,2021-07-19
5622,ZION,2021-10-18
5623,ZION,2022-01-24
5624,ZION,2022-04-25
5625,ZION,2022-07-26
5626,ZION,2022-10-24
5627,AAON,2008-05-08
5628,AAON,2008-08-07
5629,AAON,2013-03-14
5630,AAON,2013-05-09
5631,AAON,2013-08-09
5632,AAON,2013-11-08
5633,AAON,2014-03-15
5634,AAON,2014-05-05
5635,AAON,2014-08-08
5636,AAON,2014-11-07
5637,AAON,2015-02-27
5638,AAON,2015-05-10
5639,AAON,2015-08-07
5640,AAON,2015-11-03
5641,AAON,2016-02-26
5642,AAON,2016-05-06
5643,AAON,2016-08-05
5644,AAON,2016-11-04
5645,AAON,2017-02-24
5646,AAON,2017-05-05
5647,AAON,2017-08-04
5648,AAON,2017-11-05
5649,AAON,2018-02-28
5650,AAON,2018-05-04
5651,AAON,2018-08-03
5652,AAON,2018-11-01
5653,AAON,2019-03-02
5654,AAON,2019-05-04
5655,AAON,2019-08-03
5656,AAON,2019-11-03
5657,AAON,2020-02-29
5658,AAON,2020-08-09
5659,AAON,2021-08-07
5660,AAON,2021-11-06
5661,AAON,2022-02-28
5662,AAON,2022-05-07
5663,AAON,2022-08-08
5664,AAON,2022-11-07
5665,ACA,2019-03-01
5666,ACA,2019-05-03
5667,ACA,2019-08-02
5668,ACA,2019-10-31
5669,ACA,2020-02-27
5670,ACA,2020-04-29
5671,ACA,2021-02-25
5672,ACA,2021-04-30
5673,ACA,2021-08-05
5674,ACA,2021-11-04
5675,ACA,2022-02-24
5676,ACA,2022-04-29
5677,ACA,2022-08-07
5678,ACA,2022-11-03
5679,ACM,2007-11-27
5680,ACM,2011-08-04
5681,ACM,2011-11-10
5682,ACM,2012-02-02
5683,ACM,2012-05-03
5684,ACM,2012-08-07
5685,ACM,2012-11-13
5686,ACM,2013-02-05
5687,ACM,2013-05-07
5688,ACM,2013-08-06
5689,ACM,2013-11-12
5690,ACM,2014-02-04
5691,ACM,2014-05-06
5692,ACM,2014-08-05
5693,ACM,2014-11-11
5694,ACM,2015-02-10
5695,ACM,2015-05-12
5696,ACM,2015-08-11
5697,ACM,2015-11-10
5698,ACM,2016-02-09
5699,ACM,2016-05-10
5700,ACM,2016-08-09
5701,ACM,2016-11-14
5702,ACM,2017-02-08
5703,ACM,2017-05-09
5704,ACM,2017-08-08
5705,ACM,2017-11-14
5706,ACM,2018-02-07
5707,ACM,2018-05-08
5708,ACM,2018-08-07
5709,ACM,2018-11-12
5710,ACM,2019-02-05
5711,ACM,2019-05-08
5712,ACM,2019-08-07
5713,ACM,2019-11-12
5714,ACM,2020-02-03
5715,ACM,2020-05-05
5716,ACM,2020-08-04
5717,ACM,2020-11-16
5718,ACM,2021-02-09
5719,ACM,2021-05-11
5720,ACM,2021-08-10
5721,ACM,2021-11-15
5722,ACM,2022-02-08
5723,ACM,2022-05-09
5724,ACM,2022-08-09
5725,AER,2008-09-25
5726,AER,2013-02-20
5727,AER,2013-05-07
5728,AER,2013-08-06
5729,AER,2013-11-04
5730,AER,2014-02-20
5731,AER,2014-05-06
5732,AER,2014-08-12
5733,AER,2014-11-04
5734,AER,2015-02-23
5735,AER,2015-05-11
5736,AER,2015-08-11
5737,AER,2015-11-10
5738,AER,2016-02-23
5739,AER,2016-05-12
5740,AER,2016-08-09
5741,AER,2016-11-08
5742,AER,2017-02-21
5743,AER,2017-05-09
5744,AER,2017-08-04
5745,AER,2017-11-02
5746,AER,2018-02-14
5747,AER,2018-05-03
5748,AER,2018-07-30
5749,AER,2018-10-30
5750,AER,2019-02-14
5751,AER,2019-05-01
5752,AER,2019-07-30
5753,AER,2019-11-08
5754,AER,2020-02-14
5755,AER,2020-05-05
5756,AER,2021-03-02
5757,AER,2021-04-28
5758,AER,2021-07-29
5759,AER,2021-11-10
5760,AER,2022-03-30
5761,AER,2022-05-17
5762,AER,2022-08-11
5763,AER,2022-11-03
5764,AGCO,2009-02-09
5765,AGCO,2011-07-28
5766,AGCO,2011-10-25
5767,AGCO,2012-02-07
5768,AGCO,2012-05-01
5769,AGCO,2012-07-26
5770,AGCO,2012-10-31
5771,AGCO,2013-02-06
5772,AGCO,2013-04-30
5773,AGCO,2013-07-31
5774,AGCO,2013-10-29
5775,AGCO,2014-02-04
5776,AGCO,2014-04-29
5777,AGCO,2014-07-29
5778,AGCO,2014-10-28
5779,AGCO,2015-02-03
5780,AGCO,2015-04-28
5781,AGCO,2015-07-28
5782,AGCO,2015-10-28
5783,AGCO,2016-02-02
5784,AGCO,2016-04-27
5785,AGCO,2016-08-04
5786,AGCO,2016-10-26
5787,AGCO,2017-02-07
5788,AGCO,2017-04-28
5789,AGCO,2017-07-27
5790,AGCO,2017-10-31
5791,AGCO,2018-02-07
5792,AGCO,2018-05-01
5793,AGCO,2018-07-31
5794,AGCO,2018-10-30
5795,AGCO,2019-02-05
5796,AGCO,2019-05-02
5797,AGCO,2019-07-30
5798,AGCO,2019-10-29
5799,AGCO,2020-02-06
5800,AGCO,2020-05-05
5801,AGCO,2021-02-04
5802,AGCO,2021-04-29
5803,AGCO,2021-07-29
5804,AGCO,2021-10-28
5805,AGCO,2022-02-08
5806,AGCO,2022-05-03
5807,AGCO,2022-07-28
5808,AGCO,2022-11-01
5809,AIMC,2009-03-05
5810,AIMC,2013-04-26
5811,AIMC,2013-10-24
5812,AIMC,2014-02-19
5813,AIMC,2014-07-25
5814,AIMC,2014-10-24
5815,AIMC,2015-02-19
5816,AIMC,2015-05-01
5817,AIMC,2015-07-23
5818,AIMC,2015-10-23
5819,AIMC,2016-02-17
5820,AIMC,2016-04-29
5821,AIMC,2016-07-21
5822,AIMC,2016-10-21
5823,AIMC,2017-02-27
5824,AIMC,2017-04-28
5825,AIMC,2017-07-25
5826,AIMC,2017-10-20
5827,AIMC,2018-04-27
5828,AIMC,2018-10-26
5829,AIMC,2019-02-22
5830,AIMC,2019-04-26
5831,AIMC,2019-07-26
5832,AIMC,2019-10-24
5833,AIMC,2020-02-13
5834,AIMC,2020-05-03
5835,AIMC,2021-02-12
5836,AIMC,2021-05-01
5837,AIMC,2021-07-23
5838,AIMC,2021-10-22
5839,AIMC,2022-02-16
5840,AIMC,2022-04-30
5841,AIMC,2022-07-30
5842,AIN,2010-08-05
5843,AIN,2010-11-04
5844,AIN,2013-05-02
5845,AIN,2013-08-01
5846,AIN,2014-02-11
5847,AIN,2014-08-05
5848,AIN,2014-11-04
5849,AIN,2015-02-10
5850,AIN,2015-05-05
5851,AIN,2015-08-05
5852,AIN,2015-10-28
5853,AIN,2016-02-09
5854,AIN,2016-05-03
5855,AIN,2016-08-02
5856,AIN,2016-11-01
5857,AIN,2017-02-09
5858,AIN,2017-05-05
5859,AIN,2017-08-02
5860,AIN,2017-11-01
5861,AIN,2018-02-06
5862,AIN,2018-05-14
5863,AIN,2018-08-11
5864,AIN,2018-10-31
5865,AIN,2019-02-12
5866,AIN,2019-05-04
5867,AIN,2019-08-03
5868,AIN,2019-11-02
5869,AIN,2020-02-11
5870,AIN,2020-05-02
5871,AIN,2021-02-11
5872,AIN,2021-04-27
5873,AIN,2021-07-27
5874,AIN,2021-10-26
5875,AIN,2022-02-16
5876,AIN,2022-04-26
5877,AIN,2022-07-26
5878,AIN,2022-10-25
5879,AIT,2009-01-26
5880,AIT,2009-04-24
5881,AIT,2013-01-31
5882,AIT,2013-05-02
5883,AIT,2013-08-14
5884,AIT,2013-10-30
5885,AIT,2014-01-30
5886,AIT,2014-05-03
5887,AIT,2014-08-13
5888,AIT,2014-10-29
5889,AIT,2015-01-29
5890,AIT,2015-04-30
5891,AIT,2015-08-12
5892,AIT,2015-10-28
5893,AIT,2016-01-28
5894,AIT,2016-04-28
5895,AIT,2016-08-12
5896,AIT,2017-04-29
5897,AIT,2017-08-11
5898,AIT,2017-10-25
5899,AIT,2018-01-25
5900,AIT,2018-04-26
5901,AIT,2018-08-10
5902,AIT,2018-10-31
5903,AIT,2019-01-24
5904,AIT,2019-04-26
5905,AIT,2019-08-14
5906,AIT,2019-10-30
5907,AIT,2020-01-23
5908,AIT,2020-05-02
5909,AIT,2021-01-28
5910,AIT,2021-05-02
5911,AIT,2021-08-17
5912,AIT,2021-10-27
5913,AIT,2022-01-27
5914,AIT,2022-04-29
5915,AIT,2022-08-11
5916,AIT,2022-10-30
5917,AL,2011-08-12
5918,AL,2011-11-11
5919,AL,2012-03-13
5920,AL,2012-05-15
5921,AL,2012-08-10
5922,AL,2012-11-09
5923,AL,2013-03-01
5924,AL,2013-05-10
5925,AL,2013-08-09
5926,AL,2013-11-08
5927,AL,2014-02-28
5928,AL,2014-05-08
5929,AL,2014-08-08
5930,AL,2014-11-07
5931,AL,2015-02-27
5932,AL,2015-05-08
5933,AL,2015-08-07
5934,AL,2015-11-06
5935,AL,2016-02-26
5936,AL,2016-05-06
5937,AL,2016-08-05
5938,AL,2016-11-06
5939,AL,2017-02-24
5940,AL,2017-05-05
5941,AL,2017-08-04
5942,AL,2017-11-10
5943,AL,2018-02-23
5944,AL,2018-05-11
5945,AL,2018-08-10
5946,AL,2018-11-09
5947,AL,2019-02-22
5948,AL,2019-05-10
5949,AL,2019-08-09
5950,AL,2019-11-08
5951,AL,2020-02-15
5952,AL,2020-05-08
5953,AL,2021-02-23
5954,AL,2021-05-07
5955,AL,2021-08-06
5956,AL,2021-11-04
5957,AL,2022-02-17
5958,AL,2022-05-05
5959,AL,2022-08-05
5960,AL,2022-11-03
5961,ALG,2013-11-08
5962,ALG,2014-08-11
5963,ALG,2014-11-06
5964,ALG,2015-05-10
5965,ALG,2015-08-10
5966,ALG,2015-11-09
5967,ALG,2016-03-04
5968,ALG,2016-05-05
5969,ALG,2016-08-05
5970,ALG,2016-11-04
5971,ALG,2017-03-08
5972,ALG,2017-05-05
5973,ALG,2017-08-05
5974,ALG,2017-11-01
5975,ALG,2018-03-02
5976,ALG,2018-05-04
5977,ALG,2018-08-02
5978,ALG,2018-11-01
5979,ALG,2019-03-01
5980,ALG,2019-05-06
5981,ALG,2019-08-03
5982,ALG,2019-11-01
5983,ALG,2020-02-28
5984,ALG,2020-08-03
5985,ALG,2021-02-27
5986,ALG,2021-05-09
5987,ALG,2022-02-25
5988,ALG,2022-05-07
5989,ALG,2022-08-06
5990,ALG,2022-11-04
5991,ALLE,2014-07-31
5992,ALLE,2014-10-30
5993,ALLE,2015-02-18
5994,ALLE,2015-04-30
5995,ALLE,2015-07-30
5996,ALLE,2015-10-29
5997,ALLE,2016-02-11
5998,ALLE,2016-04-28
5999,ALLE,2016-07-28
6000,ALLE,2016-10-30
6001,ALLE,2017-02-09
6002,ALLE,2017-04-29
6003,ALLE,2017-07-27
6004,ALLE,2017-10-28
6005,ALLE,2018-02-20
6006,ALLE,2018-04-26
6007,ALLE,2018-07-26
6008,ALLE,2018-10-25
6009,ALLE,2019-02-19
6010,ALLE,2019-04-26
6011,ALLE,2019-07-25
6012,ALLE,2019-10-24
6013,ALLE,2020-02-18
6014,ALLE,2020-04-23
6015,ALLE,2020-07-23
6016,ALLE,2020-10-22
6017,ALLE,2021-02-16
6018,ALLE,2021-04-22
6019,ALLE,2021-07-22
6020,ALLE,2021-10-21
6021,ALLE,2022-07-30
6022,ALLE,2022-10-27
6023,ALSN,2013-02-19
6024,ALSN,2013-04-30
6025,ALSN,2013-07-30
6026,ALSN,2013-10-29
6027,ALSN,2014-02-14
6028,ALSN,2014-04-17
6029,ALSN,2014-07-24
6030,ALSN,2014-10-28
6031,ALSN,2015-02-10
6032,ALSN,2015-04-28
6033,ALSN,2015-07-28
6034,ALSN,2015-10-27
6035,ALSN,2016-02-09
6036,ALSN,2016-04-26
6037,ALSN,2016-07-28
6038,ALSN,2016-10-25
6039,ALSN,2017-02-07
6040,ALSN,2017-04-29
6041,ALSN,2017-08-01
6042,ALSN,2017-10-31
6043,ALSN,2018-02-15
6044,ALSN,2018-05-01
6045,ALSN,2018-07-31
6046,ALSN,2018-10-30
6047,ALSN,2019-02-26
6048,ALSN,2019-04-23
6049,ALSN,2019-08-02
6050,ALSN,2019-11-01
6051,ALSN,2020-02-20
6052,ALSN,2020-05-05
6053,ALSN,2021-02-18
6054,ALSN,2021-04-28
6055,ALSN,2021-07-31
6056,ALSN,2021-10-27
6057,ALSN,2022-02-16
6058,ALSN,2022-04-27
6059,ALSN,2022-08-04
6060,ALSN,2022-10-26
6061,AME,2008-01-24
6062,AME,2010-01-26
6063,AME,2011-07-26
6064,AME,2011-10-26
6065,AME,2012-01-26
6066,AME,2012-04-26
6067,AME,2012-07-24
6068,AME,2012-10-23
6069,AME,2013-01-24
6070,AME,2013-04-25
6071,AME,2013-08-07
6072,AME,2013-10-29
6073,AME,2014-01-29
6074,AME,2014-05-06
6075,AME,2014-08-05
6076,AME,2014-10-28
6077,AME,2015-01-29
6078,AME,2015-04-29
6079,AME,2015-08-04
6080,AME,2015-10-27
6081,AME,2016-02-05
6082,AME,2016-04-30
6083,AME,2016-08-04
6084,AME,2016-11-01
6085,AME,2017-02-07
6086,AME,2017-05-02
6087,AME,2017-08-02
6088,AME,2017-11-02
6089,AME,2018-02-01
6090,AME,2018-05-02
6091,AME,2018-07-31
6092,AME,2018-11-01
6093,AME,2019-02-05
6094,AME,2019-05-01
6095,AME,2019-07-30
6096,AME,2019-10-31
6097,AME,2020-02-05
6098,AME,2020-05-05
6099,AME,2020-08-04
6100,AME,2020-10-29
6101,AME,2021-02-04
6102,AME,2021-11-02
6103,AME,2022-02-03
6104,AME,2022-05-03
6105,AME,2022-08-02
6106,AME,2022-11-01
6107,AMRC,2012-08-08
6108,AMRC,2012-11-08
6109,AMRC,2013-03-18
6110,AMRC,2013-05-09
6111,AMRC,2013-08-08
6112,AMRC,2013-11-07
6113,AMRC,2014-03-13
6114,AMRC,2014-05-08
6115,AMRC,2014-08-03
6116,AMRC,2014-11-06
6117,AMRC,2015-03-05
6118,AMRC,2015-05-07
6119,AMRC,2015-08-01
6120,AMRC,2015-11-08
6121,AMRC,2016-03-03
6122,AMRC,2016-05-08
6123,AMRC,2016-08-09
6124,AMRC,2016-11-02
6125,AMRC,2017-03-02
6126,AMRC,2017-05-02
6127,AMRC,2017-08-09
6128,AMRC,2017-10-31
6129,AMRC,2018-03-06
6130,AMRC,2018-05-01
6131,AMRC,2018-08-07
6132,AMRC,2018-10-30
6133,AMRC,2019-03-06
6134,AMRC,2019-05-02
6135,AMRC,2019-08-09
6136,AMRC,2019-11-05
6137,AMRC,2020-03-03
6138,AMRC,2020-05-05
6139,AMRC,2021-03-01
6140,AMRC,2021-05-05
6141,AMRC,2021-08-02
6142,AMRC,2021-11-02
6143,AMRC,2022-03-01
6144,AMRC,2022-05-02
6145,AMRC,2022-08-01
6146,AMRC,2022-11-01
6147,AOS,2010-01-26
6148,AOS,2012-10-17
6149,AOS,2013-01-24
6150,AOS,2013-04-23
6151,AOS,2013-07-24
6152,AOS,2013-10-21
6153,AOS,2014-01-28
6154,AOS,2014-04-22
6155,AOS,2014-07-22
6156,AOS,2014-10-21
6157,AOS,2015-01-27
6158,AOS,2015-04-24
6159,AOS,2015-07-23
6160,AOS,2015-10-21
6161,AOS,2016-01-29
6162,AOS,2016-04-27
6163,AOS,2016-07-26
6164,AOS,2016-10-26
6165,AOS,2017-02-02
6166,AOS,2017-04-27
6167,AOS,2017-07-26
6168,AOS,2017-10-25
6169,AOS,2018-01-30
6170,AOS,2018-04-25
6171,AOS,2018-07-25
6172,AOS,2018-10-30
6173,AOS,2019-01-29
6174,AOS,2019-04-30
6175,AOS,2019-07-30
6176,AOS,2019-10-29
6177,AOS,2020-01-28
6178,AOS,2020-05-05
6179,AOS,2021-01-28
6180,AOS,2021-04-29
6181,AOS,2021-07-29
6182,AOS,2021-10-28
6183,AOS,2022-01-27
6184,AOS,2022-04-28
6185,AOS,2022-07-28
6186,AOS,2022-10-27
6187,APG,2021-03-24
6188,APG,2021-05-12
6189,APG,2021-08-11
6190,APG,2021-11-10
6191,APG,2022-03-01
6192,APG,2022-05-07
6193,APG,2022-08-06
6194,APG,2022-11-06
6195,AQUA,2018-05-08
6196,AQUA,2018-08-11
6197,AQUA,2018-11-27
6198,AQUA,2019-02-05
6199,AQUA,2019-05-10
6200,AQUA,2019-11-21
6201,AQUA,2020-05-09
6202,AQUA,2020-08-09
6203,AQUA,2021-02-02
6204,AQUA,2022-02-01
6205,AQUA,2022-05-03
6206,AQUA,2022-08-02
6207,ARRY,2021-03-09
6208,ARRY,2021-05-11
6209,ARRY,2021-08-11
6210,ARRY,2021-11-11
6211,ARRY,2022-04-05
6212,ARRY,2022-05-10
6213,ARRY,2022-08-09
6214,ARRY,2022-11-09
6215,ATKR,2017-11-29
6216,ATKR,2018-02-06
6217,ATKR,2018-05-13
6218,ATKR,2018-08-07
6219,ATKR,2018-11-28
6220,ATKR,2019-02-06
6221,ATKR,2019-05-12
6222,ATKR,2019-08-10
6223,ATKR,2019-11-22
6224,ATKR,2020-02-04
6225,ATKR,2020-05-09
6226,ATKR,2020-08-08
6227,ATKR,2020-11-19
6228,ATKR,2021-02-02
6229,ATKR,2021-11-18
6230,ATKR,2022-01-31
6231,ATKR,2022-05-03
6232,ATKR,2022-08-02
6233,AVAV,2012-09-06
6234,AVAV,2012-12-05
6235,AVAV,2013-03-06
6236,AVAV,2013-06-25
6237,AVAV,2013-08-28
6238,AVAV,2013-11-27
6239,AVAV,2014-03-05
6240,AVAV,2014-07-09
6241,AVAV,2014-09-04
6242,AVAV,2014-11-26
6243,AVAV,2015-03-04
6244,AVAV,2015-07-01
6245,AVAV,2015-09-01
6246,AVAV,2015-12-09
6247,AVAV,2016-03-10
6248,AVAV,2016-06-29
6249,AVAV,2016-08-31
6250,AVAV,2016-12-07
6251,AVAV,2017-03-08
6252,AVAV,2017-06-28
6253,AVAV,2017-08-30
6254,AVAV,2017-12-06
6255,AVAV,2018-03-07
6256,AVAV,2018-06-26
6257,AVAV,2018-09-06
6258,AVAV,2018-11-30
6259,AVAV,2019-03-06
6260,AVAV,2019-06-26
6261,AVAV,2019-09-05
6262,AVAV,2019-12-04
6263,AVAV,2020-03-04
6264,AVAV,2020-06-24
6265,AVAV,2020-09-10
6266,AVAV,2020-12-08
6267,AVAV,2021-03-09
6268,AVAV,2021-06-29
6269,AVAV,2021-09-08
6270,AVAV,2021-12-07
6271,AVAV,2022-03-03
6272,AVAV,2022-06-28
6273,AVAV,2022-09-07
6274,AWI,2009-10-28
6275,AWI,2011-08-01
6276,AWI,2011-10-31
6277,AWI,2012-02-27
6278,AWI,2012-04-30
6279,AWI,2012-07-30
6280,AWI,2012-10-31
6281,AWI,2013-02-19
6282,AWI,2013-04-29
6283,AWI,2013-07-29
6284,AWI,2013-10-28
6285,AWI,2014-02-24
6286,AWI,2014-04-28
6287,AWI,2014-07-28
6288,AWI,2014-10-27
6289,AWI,2015-02-24
6290,AWI,2015-05-02
6291,AWI,2015-08-03
6292,AWI,2015-10-29
6293,AWI,2016-02-22
6294,AWI,2016-05-10
6295,AWI,2016-07-30
6296,AWI,2016-10-31
6297,AWI,2017-02-27
6298,AWI,2017-05-01
6299,AWI,2017-07-31
6300,AWI,2017-10-30
6301,AWI,2018-02-26
6302,AWI,2018-04-30
6303,AWI,2018-10-30
6304,AWI,2019-02-25
6305,AWI,2019-04-29
6306,AWI,2019-07-29
6307,AWI,2019-10-28
6308,AWI,2020-02-24
6309,AWI,2020-04-27
6310,AWI,2021-02-23
6311,AWI,2021-04-27
6312,AWI,2021-07-27
6313,AWI,2021-10-26
6314,AWI,2022-02-22
6315,AWI,2022-04-26
6316,AWI,2022-07-26
6317,AWI,2022-10-25
6318,AXON,2021-02-25
6319,AXON,2021-05-06
6320,AXON,2021-08-06
6321,AXON,2021-11-16
6322,AXON,2022-02-24
6323,AXON,2022-05-10
6324,AXON,2022-08-09
6325,AXON,2022-11-08
6326,AYI,2013-01-08
6327,AYI,2013-04-03
6328,AYI,2013-07-02
6329,AYI,2013-10-01
6330,AYI,2014-01-09
6331,AYI,2014-04-02
6332,AYI,2014-07-01
6333,AYI,2014-10-01
6334,AYI,2015-01-09
6335,AYI,2015-04-01
6336,AYI,2015-07-01
6337,AYI,2015-10-07
6338,AYI,2016-01-08
6339,AYI,2016-04-06
6340,AYI,2016-06-29
6341,AYI,2016-10-05
6342,AYI,2017-01-09
6343,AYI,2017-04-04
6344,AYI,2017-06-29
6345,AYI,2017-10-04
6346,AYI,2018-01-09
6347,AYI,2018-04-04
6348,AYI,2018-07-03
6349,AYI,2018-10-03
6350,AYI,2019-01-09
6351,AYI,2019-04-03
6352,AYI,2019-07-02
6353,AYI,2019-10-02
6354,AYI,2020-01-09
6355,AYI,2020-04-02
6356,AYI,2020-07-01
6357,AYI,2020-10-08
6358,AYI,2021-01-07
6359,AYI,2021-03-31
6360,AYI,2021-07-02
6361,AYI,2021-10-06
6362,AYI,2022-01-07
6363,AYI,2022-04-05
6364,AYI,2022-06-30
6365,AYI,2022-10-04
6366,AZEK,2020-08-13
6367,AZEK,2020-12-03
6368,AZEK,2021-02-11
6369,AZEK,2021-05-13
6370,AZEK,2021-08-12
